18S RRNA	18S RRNA
25S RRNA	25S RRNA
5.8S RRNA	5.8S RRNA
AAN	AAN
AAR1	AAR1
AAR2	AAR2
ACL1	ACL1
ACL2	ACL2
ACL3	ACL3
ACL4	ACL4
ADD1	ADD1
ADD2	ADD2
ADD3	ADD3
ADE1	ADE1
AGE1	AGE1
AGE2	AGE2
AGI1	AGI1
AHR1	AHR1
AK2	AK2
ALB2	ALB2
ALB2	M4-6-18
ALF3	ALF3
ALI	ALI
ALR-104	ALR-104
ALR-128	ALR-128
ALS2	ALS2
ALS4	ALS4
ALS5	ALS5
ALS7	ALS7
AMOS2	AMOS2
AND	AND
ANL1	ANL1
AOP3	AOP3
ARA1	Ara1
ARA2	ARA2
ARC10	ARC10
ARC2	ARC2
ARC4	ARC4
ARC7	ARC7
ARC8	ARC8
ARC9	ARC9
ARP1	ARP1
ARS1	ARS1
ART1	ART1
ASC1	ASC1
AT1G01010	NAC001
AT1G01010	ANAC001
AT1G01010	NTL10
AT1G01020	ARV1
AT1G01030	NGA3
AT1G01040	DCL1
AT1G01040	CAF
AT1G01040	SUS1
AT1G01040	SIN1
AT1G01040	ASU1
AT1G01040	EMB60
AT1G01040	ATDCL1
AT1G01040	EMB76
AT1G01046	MIR838A
AT1G01050	PPa1
AT1G01050	AtPPa1
AT1G01060	LHY
AT1G01060	LHY1
AT1G01070	UMAMIT28
AT1G01080	CP28B
AT1G01090	PDH-E1 ALPHA
AT1G01100	RPP1A
AT1G01100	P1W
AT1G01100	RPP1.1
AT1G01110	IQD18
AT1G01120	KCS1
AT1G01140	CIPK9
AT1G01140	PKS6
AT1G01140	SnRK3.12
AT1G01160	GIF2
AT1G01183	MIR165A
AT1G01183	MIR165
AT1G01190	CYP78A8
AT1G01200	RABA3
AT1G01200	ATRABA3
AT1G01200	ATRAB-A3
AT1G01220	FKGP
AT1G01220	AtFKGP
AT1G01230	ATORM1
AT1G01230	ORM1
AT1G01260	JAM2
AT1G01260	BHLH13
AT1G01260	BHLH013
AT1G01280	CYP703A2
AT1G01280	CYP703
AT1G01290	CNX3
AT1G01320	REC1
AT1G01320	FLL2
AT1G01335	AREP1
AT1G01340	CNGC10
AT1G01340	ACBK1
AT1G01340	ATCNGC10
AT1G01360	RCAR1
AT1G01360	PYL9
AT1G01370	HTR12
AT1G01370	CENH3
AT1G01380	ETC1
AT1G01410	PUM22
AT1G01410	APUM22
AT1G01420	UGT72B3
AT1G01430	TBL25
AT1G01430	MOAT3
AT1G01450	MLKL3
AT1G01453	ATMLKL1
AT1G01460	PIPK11
AT1G01460	ATPIPK11
AT1G01460	PIP5K10
AT1G01470	LEA14
AT1G01470	LSR3
AT1G01470	LEA1
AT1G01470	ATLEA14
AT1G01480	ACS2
AT1G01480	AT-ACC2
AT1G01490	ATHMP01
AT1G01510	AN
AT1G01510	DOQ
AT1G01520	ASG4
AT1G01520	REV3
AT1G01530	AGL28
AT1G01550	BPS1
AT1G01560	MPK11
AT1G01560	ATMPK11
AT1G01580	ATFRO2
AT1G01580	FRD1
AT1G01580	FRO2
AT1G01590	FRO1
AT1G01590	ATFRO1
AT1G01600	CYP86A4
AT1G01610	GPAT4
AT1G01610	ATGPAT4
AT1G01620	PIP1C
AT1G01620	TMP-B
AT1G01620	PIP1;3
AT1G01650	SPPL4
AT1G01650	ATSPPL4
AT1G01660	PUB55
AT1G01670	PUB56
AT1G01680	PUB54
AT1G01680	ATPUB54
AT1G01690	PRD3
AT1G01690	ATPRD3
AT1G01690	MER2
AT1G01695	TRM33
AT1G01700	ATROPGEF2
AT1G01700	ROPGEF2
AT1G01720	ATAF1
AT1G01720	ANAC2
AT1G01720	ANAC002
AT1G01740	BSK4
AT1G01750	ADF11
AT1G01760	AtTAD1
AT1G01760	TAD1
AT1G01780	PLIM2b
AT1G01790	KEA1
AT1G01790	ATKEA1
AT1G01820	PEX11C
AT1G01860	PFC1
